Time,[s],,Analyzer,Name,,Decoded,Protocol,Result
1.357756,I2C,C,(0x43),+,ACK,,,
1.3580085,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.35822475,I2C,'255',(0xFF),+,ACK,,,
1.358441,I2C,h,(0x68),+,ACK,,,
1.35865725,I2C,'254',(0xFE),+,ACK,,,
1.3588735,I2C,'207',(0xCF),+,ACK,,,
1.35908975,I2C,'255',(0xFF),+,ACK,,,
1.359306,I2C,p,(0x70),+,NAK,,,
1.3596845,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.35990075,I2C,C,(0x43),+,ACK,,,
1.360153,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.36036925,I2C,'255',(0xFF),+,ACK,,,
1.3605855,I2C,t,(0x74),+,ACK,,,
1.36080175,I2C,'254',(0xFE),+,ACK,,,
1.361018,I2C,'252',(0xFC),+,ACK,,,
1.36123425,I2C,'255',(0xFF),+,ACK,,,
1.3614505,I2C,_,(0x5F),+,NAK,,,
1.36182875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.36204525,I2C,C,(0x43),+,ACK,,,
1.3622975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.36251375,I2C,'255',(0xFF),+,ACK,,,
1.36272975,I2C,b,(0x62),+,ACK,,,
1.362946,I2C,'254',(0xFE),+,ACK,,,
1.3631625,I2C,'255',(0xFF),+,ACK,,,
1.36337875,I2C,'255',(0xFF),+,ACK,,,
1.36359475,I2C,d,(0x64),+,NAK,,,
1.36397325,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3641895,I2C,C,(0x43),+,ACK,,,
1.364442,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.364658,I2C,'255',(0xFF),+,ACK,,,
1.36487425,I2C,'131',(0x83),+,ACK,,,
1.3650905,I2C,'254',(0xFE),+,ACK,,,
1.365307,I2C,'211',(0xD3),+,ACK,,,
1.36552325,I2C,'255',(0xFF),+,ACK,,,
1.36573925,I2C,[,(0x5B),+,NAK,,,
1.36611775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.36633425,I2C,C,(0x43),+,ACK,,,
1.3665865,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.36680275,I2C,'255',(0xFF),+,ACK,,,
1.367019,I2C,o,(0x6F),+,ACK,,,
1.36723525,I2C,'254',(0xFE),+,ACK,,,
1.3674515,I2C,'214',(0xD6),+,ACK,,,
1.36766775,I2C,'255',(0xFF),+,ACK,,,
1.36788375,I2C,[,(0x5B),+,NAK,,,
1.36826225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3684785,I2C,C,(0x43),+,ACK,,,
1.368731,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.368947,I2C,'255',(0xFF),+,ACK,,,
1.36916325,I2C,g,(0x67),+,ACK,,,
1.36937975,I2C,'254',(0xFE),+,ACK,,,
1.369596,I2C,'232',(0xE8),+,ACK,,,
1.36981225,I2C,'255',(0xFF),+,ACK,,,
1.3700285,I2C,Z,(0x5A),+,NAK,,,
1.370407,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.37062325,I2C,C,(0x43),+,ACK,,,
1.37087575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.371092,I2C,'255',(0xFF),+,ACK,,,
1.371308,I2C,u,(0x75),+,ACK,,,
1.3715245,I2C,'254',(0xFE),+,ACK,,,
1.37174075,I2C,'225',(0xE1),+,ACK,,,
1.37195675,I2C,'255',(0xFF),+,ACK,,,
1.372173,I2C,Z,(0x5A),+,NAK,,,
1.3725515,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.37276775,I2C,C,(0x43),+,ACK,,,
1.37302,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.37323625,I2C,'255',(0xFF),+,ACK,,,
1.3734525,I2C,},(0x7D),+,ACK,,,
1.37366875,I2C,'254',(0xFE),+,ACK,,,
1.373885,I2C,'252',(0xFC),+,ACK,,,
1.37410125,I2C,'255',(0xFF),+,ACK,,,
1.3743175,I2C,f,(0x66),+,NAK,,,
1.374696,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.37491225,I2C,C,(0x43),+,ACK,,,
1.37516475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.375381,I2C,'255',(0xFF),+,ACK,,,
1.37559725,I2C,x,(0x78),+,ACK,,,
1.3758135,I2C,'254',(0xFE),+,ACK,,,
1.37602975,I2C,'226',(0xE2),+,ACK,,,
1.37624625,I2C,'255',(0xFF),+,ACK,,,
1.3764625,I2C,X,(0x58),+,NAK,,,
1.37684125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3770575,I2C,C,(0x43),+,ACK,,,
1.37730975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.37752625,I2C,'255',(0xFF),+,ACK,,,
1.3777425,I2C,o,(0x6F),+,ACK,,,
1.37795875,I2C,'254',(0xFE),+,ACK,,,
1.37817525,I2C,'207',(0xCF),+,ACK,,,
1.3783915,I2C,'255',(0xFF),+,ACK,,,
1.37860775,I2C,c,(0x63),+,NAK,,,
1.37898625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3792025,I2C,C,(0x43),+,ACK,,,
1.37945475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.379671,I2C,'255',(0xFF),+,ACK,,,
1.3798875,I2C,l,(0x6C),+,ACK,,,
1.38010375,I2C,'254',(0xFE),+,ACK,,,
1.38032,I2C,'233',(0xE9),+,ACK,,,
1.38053625,I2C,'255',(0xFF),+,ACK,,,
1.3807525,I2C,X,(0x58),+,NAK,,,
1.381131,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.38134725,I2C,C,(0x43),+,ACK,,,
1.38159975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.381816,I2C,'255',(0xFF),+,ACK,,,
1.38203225,I2C,'131',(0x83),+,ACK,,,
1.3822485,I2C,'254',(0xFE),+,ACK,,,
1.382465,I2C,'204',(0xCC),+,ACK,,,
1.38268125,I2C,'255',(0xFF),+,ACK,,,
1.3828975,I2C,b,(0x62),+,NAK,,,
1.383276,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.38349225,I2C,C,(0x43),+,ACK,,,
1.38374475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.383961,I2C,'255',(0xFF),+,ACK,,,
1.38417725,I2C,W,(0x57),+,ACK,,,
1.3843935,I2C,'254',(0xFE),+,ACK,,,
1.38460975,I2C,'241',(0xF1),+,ACK,,,
1.38482625,I2C,'255',(0xFF),+,ACK,,,
1.38504225,I2C,c,(0x63),+,NAK,,,
1.38542075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.385637,I2C,C,(0x43),+,ACK,,,
1.38588925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.38610575,I2C,'255',(0xFF),+,ACK,,,
1.386322,I2C,v,(0x76),+,ACK,,,
1.38653825,I2C,'255',(0xFF),+,ACK,,,
1.3867545,I2C,'3',(0x03),+,ACK,,,
1.38697075,I2C,'255',(0xFF),+,ACK,,,
1.387187,I2C,^,(0x5E),+,NAK,,,
1.3875655,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.38778175,I2C,C,(0x43),+,ACK,,,
1.388034,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3882505,I2C,'255',(0xFF),+,ACK,,,
1.38846675,I2C,},(0x7D),+,ACK,,,
1.388683,I2C,'254',(0xFE),+,ACK,,,
1.38889925,I2C,'226',(0xE2),+,ACK,,,
1.3891155,I2C,'255',(0xFF),+,ACK,,,
1.38933175,I2C,c,(0x63),+,NAK,,,
1.38971025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3899265,I2C,C,(0x43),+,ACK,,,
1.39017875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.39039525,I2C,'255',(0xFF),+,ACK,,,
1.39061125,I2C,r,(0x72),+,ACK,,,
1.39082775,I2C,'254',(0xFE),+,ACK,,,
1.39104375,I2C,'209',(0xD1),+,ACK,,,
1.39126025,I2C,'255',(0xFF),+,ACK,,,
1.3914765,I2C,k,(0x6B),+,NAK,,,
1.39185475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.392071,I2C,C,(0x43),+,ACK,,,
1.3923235,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.39253975,I2C,'255',(0xFF),+,ACK,,,
1.392756,I2C,x,(0x78),+,ACK,,,
1.39297225,I2C,'254',(0xFE),+,ACK,,,
1.3931885,I2C,'238',(0xEE),+,ACK,,,
1.39340475,I2C,'255',(0xFF),+,ACK,,,
1.393621,I2C,k,(0x6B),+,NAK,,,
1.39399925,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3942155,I2C,C,(0x43),+,ACK,,,
1.394468,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.394684,I2C,'255',(0xFF),+,ACK,,,
1.39490025,I2C,w,(0x77),+,ACK,,,
1.3951165,I2C,'254',(0xFE),+,ACK,,,
1.39533275,I2C,'238',(0xEE),+,ACK,,,
1.395549,I2C,'255',(0xFF),+,ACK,,,
1.39576525,I2C,i,(0x69),+,NAK,,,
1.39614375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.39636,I2C,C,(0x43),+,ACK,,,
1.39661225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3968285,I2C,'255',(0xFF),+,ACK,,,
1.39704475,I2C,o,(0x6F),+,ACK,,,
1.397261,I2C,'254',(0xFE),+,ACK,,,
1.39747725,I2C,'230',(0xE6),+,ACK,,,
1.3976935,I2C,'255',(0xFF),+,ACK,,,
1.39790975,I2C,`,(0x60),+,NAK,,,
1.398288,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3985045,I2C,C,(0x43),+,ACK,,,
1.39875675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.398973,I2C,'255',(0xFF),+,ACK,,,
1.39918925,I2C,g,(0x67),+,ACK,,,
1.3994055,I2C,'254',(0xFE),+,ACK,,,
1.39962175,I2C,'233',(0xE9),+,ACK,,,
1.399838,I2C,'255',(0xFF),+,ACK,,,
1.40005425,I2C,b,(0x62),+,NAK,,,
1.40043275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.400649,I2C,C,(0x43),+,ACK,,,
1.40090125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4011175,I2C,'255',(0xFF),+,ACK,,,
1.40133375,I2C,z,(0x7A),+,ACK,,,
1.40155025,I2C,'254',(0xFE),+,ACK,,,
1.4017665,I2C,'233',(0xE9),+,ACK,,,
1.40198275,I2C,'255',(0xFF),+,ACK,,,
1.40219875,I2C,q,(0x71),+,NAK,,,
1.40257725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.40279375,I2C,C,(0x43),+,ACK,,,
1.403046,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.40326225,I2C,'255',(0xFF),+,ACK,,,
1.4034785,I2C,I,(0x49),+,ACK,,,
1.40369475,I2C,'254',(0xFE),+,ACK,,,
1.403911,I2C,'210',(0xD2),+,ACK,,,
1.40412725,I2C,'255',(0xFF),+,ACK,,,
1.4043435,I2C,V,(0x56),+,NAK,,,
1.404722,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.40493825,I2C,C,(0x43),+,ACK,,,
1.4051905,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.40540675,I2C,'255',(0xFF),+,ACK,,,
1.405623,I2C,g,(0x67),+,ACK,,,
1.4058395,I2C,'254',(0xFE),+,ACK,,,
1.40605575,I2C,'255',(0xFF),+,ACK,,,
1.406272,I2C,'255',(0xFF),+,ACK,,,
1.40648825,I2C,j,(0x6A),+,NAK,,,
1.40686675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.407083,I2C,C,(0x43),+,ACK,,,
1.40733525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4075515,I2C,'255',(0xFF),+,ACK,,,
1.40776775,I2C,v,(0x76),+,ACK,,,
1.40798425,I2C,'254',(0xFE),+,ACK,,,
1.4082005,I2C,'242',(0xF2),+,ACK,,,
1.40841675,I2C,'255',(0xFF),+,ACK,,,
1.408633,I2C,c,(0x63),+,NAK,,,
1.4090115,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.40922775,I2C,C,(0x43),+,ACK,,,
1.40948,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.40969625,I2C,'255',(0xFF),+,ACK,,,
1.4099125,I2C,W,(0x57),+,ACK,,,
1.41012875,I2C,'254',(0xFE),+,ACK,,,
1.410345,I2C,'225',(0xE1),+,ACK,,,
1.41056125,I2C,'255',(0xFF),+,ACK,,,
1.4107775,I2C,f,(0x66),+,NAK,,,
1.411156,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.41137225,I2C,C,(0x43),+,ACK,,,
1.4116245,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.41184075,I2C,'255',(0xFF),+,ACK,,,
1.41205725,I2C,g,(0x67),+,ACK,,,
1.41227325,I2C,'254',(0xFE),+,ACK,,,
1.4124895,I2C,'211',(0xD3),+,ACK,,,
1.41270575,I2C,'255',(0xFF),+,ACK,,,
1.41292225,I2C,k,(0x6B),+,NAK,,,
1.41330075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.413517,I2C,C,(0x43),+,ACK,,,
1.41376925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4139855,I2C,'255',(0xFF),+,ACK,,,
1.41420175,I2C,i,(0x69),+,ACK,,,
1.414418,I2C,'254',(0xFE),+,ACK,,,
1.41463425,I2C,'233',(0xE9),+,ACK,,,
1.41485075,I2C,'255',(0xFF),+,ACK,,,
1.415067,I2C,|,(0x7C),+,NAK,,,
1.4154455,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.41566175,I2C,C,(0x43),+,ACK,,,
1.415914,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.41613025,I2C,'255',(0xFF),+,ACK,,,
1.41634675,I2C,h,(0x68),+,ACK,,,
1.416563,I2C,'255',(0xFF),+,ACK,,,
1.41677925,I2C,'30',(0x1E),+,ACK,,,
1.41699525,I2C,'255',(0xFF),+,ACK,,,
1.41721175,I2C,L,(0x4C),+,NAK,,,
1.41759,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.41780625,I2C,C,(0x43),+,ACK,,,
1.41805875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.418275,I2C,'255',(0xFF),+,ACK,,,
1.41849125,I2C,p,(0x70),+,ACK,,,
1.41870725,I2C,'254',(0xFE),+,ACK,,,
1.4189235,I2C,'221',(0xDD),+,ACK,,,
1.41914,I2C,'255',(0xFF),+,ACK,,,
1.41935625,I2C,p,(0x70),+,NAK,,,
1.4197345,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.419951,I2C,C,(0x43),+,ACK,,,
1.42020325,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4204195,I2C,'255',(0xFF),+,ACK,,,
1.42063575,I2C,p,(0x70),+,ACK,,,
1.420852,I2C,'254',(0xFE),+,ACK,,,
1.42106825,I2C,'219',(0xDB),+,ACK,,,
1.4212845,I2C,'255',(0xFF),+,ACK,,,
1.42150075,I2C,n,(0x6E),+,NAK,,,
1.42187925,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.42209525,I2C,C,(0x43),+,ACK,,,
1.4223475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.422564,I2C,'255',(0xFF),+,ACK,,,
1.42278025,I2C,y,(0x79),+,ACK,,,
1.4229965,I2C,'254',(0xFE),+,ACK,,,
1.42321275,I2C,'229',(0xE5),+,ACK,,,
1.423429,I2C,'255',(0xFF),+,ACK,,,
1.42364525,I2C,X,(0x58),+,NAK,,,
1.4240235,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.42423975,I2C,C,(0x43),+,ACK,,,
1.424492,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.42470825,I2C,'255',(0xFF),+,ACK,,,
1.4249245,I2C,S,(0x53),+,ACK,,,
1.42514075,I2C,'254',(0xFE),+,ACK,,,
1.42535675,I2C,'229',(0xE5),+,ACK,,,
1.42557325,I2C,'255',(0xFF),+,ACK,,,
1.42578925,I2C,_,(0x5F),+,NAK,,,
1.42616775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.426384,I2C,C,(0x43),+,ACK,,,
1.42663625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4268525,I2C,'255',(0xFF),+,ACK,,,
1.42706875,I2C,i,(0x69),+,ACK,,,
1.427285,I2C,'254',(0xFE),+,ACK,,,
1.42750125,I2C,'224',(0xE0),+,ACK,,,
1.4277175,I2C,'255',(0xFF),+,ACK,,,
1.4279335,I2C,p,(0x70),+,NAK,,,
1.428312,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.42852825,I2C,C,(0x43),+,ACK,,,
1.4287805,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.42899675,I2C,'255',(0xFF),+,ACK,,,
1.429213,I2C,X,(0x58),+,ACK,,,
1.42942925,I2C,'254',(0xFE),+,ACK,,,
1.4296455,I2C,'244',(0xF4),+,ACK,,,
1.42986175,I2C,'255',(0xFF),+,ACK,,,
1.430078,I2C,Y,(0x59),+,NAK,,,
1.4304565,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.430673,I2C,C,(0x43),+,ACK,,,
1.43092525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4311415,I2C,'255',(0xFF),+,ACK,,,
1.43135775,I2C,p,(0x70),+,ACK,,,
1.43157375,I2C,'254',(0xFE),+,ACK,,,
1.43179025,I2C,'224',(0xE0),+,ACK,,,
1.4320065,I2C,'255',(0xFF),+,ACK,,,
1.4322225,I2C,d,(0x64),+,NAK,,,
1.432601,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.43281725,I2C,C,(0x43),+,ACK,,,
1.43306975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.43328575,I2C,'255',(0xFF),+,ACK,,,
1.433502,I2C,x,(0x78),+,ACK,,,
1.43371825,I2C,'254',(0xFE),+,ACK,,,
1.43393475,I2C,'238',(0xEE),+,ACK,,,
1.434151,I2C,'255',(0xFF),+,ACK,,,
1.434367,I2C,T,(0x54),+,NAK,,,
1.4347455,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.43496175,I2C,C,(0x43),+,ACK,,,
1.43521425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.43543025,I2C,'255',(0xFF),+,ACK,,,
1.4356465,I2C,c,(0x63),+,ACK,,,
1.435863,I2C,'254',(0xFE),+,ACK,,,
1.43607925,I2C,'216',(0xD8),+,ACK,,,
1.4362955,I2C,'255',(0xFF),+,ACK,,,
1.43651175,I2C,c,(0x63),+,NAK,,,
1.43689025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4371065,I2C,C,(0x43),+,ACK,,,
1.43735875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.437575,I2C,'255',(0xFF),+,ACK,,,
1.43779125,I2C,s,(0x73),+,ACK,,,
1.43800775,I2C,'254',(0xFE),+,ACK,,,
1.438224,I2C,'242',(0xF2),+,ACK,,,
1.43844025,I2C,'255',(0xFF),+,ACK,,,
1.4386565,I2C,c,(0x63),+,NAK,,,
1.439035,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.43925125,I2C,C,(0x43),+,ACK,,,
1.4395035,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.43971975,I2C,'255',(0xFF),+,ACK,,,
1.439936,I2C,h,(0x68),+,ACK,,,
1.44015225,I2C,'254',(0xFE),+,ACK,,,
1.4403685,I2C,'239',(0xEF),+,ACK,,,
1.44058475,I2C,'255',(0xFF),+,ACK,,,
1.440801,I2C,a,(0x61),+,NAK,,,
1.44117975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.441396,I2C,C,(0x43),+,ACK,,,
1.44164825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4418645,I2C,'255',(0xFF),+,ACK,,,
1.44208075,I2C,q,(0x71),+,ACK,,,
1.442297,I2C,'254',(0xFE),+,ACK,,,
1.44251325,I2C,'208',(0xD0),+,ACK,,,
1.4427295,I2C,'255',(0xFF),+,ACK,,,
1.44294575,I2C,H,(0x48),+,NAK,,,
1.44332425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4435405,I2C,C,(0x43),+,ACK,,,
1.44379275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.444009,I2C,'255',(0xFF),+,ACK,,,
1.44422525,I2C,'127',(0x7F),+,ACK,,,
1.4444415,I2C,'254',(0xFE),+,ACK,,,
1.44465775,I2C,'242',(0xF2),+,ACK,,,
1.444874,I2C,'255',(0xFF),+,ACK,,,
1.44509025,I2C,j,(0x6A),+,NAK,,,
1.44546875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.445685,I2C,C,(0x43),+,ACK,,,
1.44593725,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4461535,I2C,'255',(0xFF),+,ACK,,,
1.44636975,I2C,n,(0x6E),+,ACK,,,
1.446586,I2C,'254',(0xFE),+,ACK,,,
1.44680225,I2C,'229',(0xE5),+,ACK,,,
1.4470185,I2C,'255',(0xFF),+,ACK,,,
1.44723475,I2C,b,(0x62),+,NAK,,,
1.44761325,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.44782925,I2C,C,(0x43),+,ACK,,,
1.44808175,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.448298,I2C,'255',(0xFF),+,ACK,,,
1.44851425,I2C,'128',(0x80),+,ACK,,,
1.4487305,I2C,'254',(0xFE),+,ACK,,,
1.44894675,I2C,'246',(0xF6),+,ACK,,,
1.449163,I2C,'255',(0xFF),+,ACK,,,
1.44937925,I2C,T,(0x54),+,NAK,,,
1.44975775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.449974,I2C,C,(0x43),+,ACK,,,
1.45022625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4504425,I2C,'255',(0xFF),+,ACK,,,
1.45065875,I2C,G,(0x47),+,ACK,,,
1.450875,I2C,'254',(0xFE),+,ACK,,,
1.45109125,I2C,'225',(0xE1),+,ACK,,,
1.4513075,I2C,'255',(0xFF),+,ACK,,,
1.451524,I2C,k,(0x6B),+,NAK,,,
1.45190225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4521185,I2C,C,(0x43),+,ACK,,,
1.452371,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.45258725,I2C,'255',(0xFF),+,ACK,,,
1.4528035,I2C,'127',(0x7F),+,ACK,,,
1.45301975,I2C,'254',(0xFE),+,ACK,,,
1.453236,I2C,'254',(0xFE),+,ACK,,,
1.4534525,I2C,'255',(0xFF),+,ACK,,,
1.45366875,I2C,n,(0x6E),+,NAK,,,
1.45404725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4542635,I2C,C,(0x43),+,ACK,,,
1.45451575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.45473225,I2C,'255',(0xFF),+,ACK,,,
1.4549485,I2C,\,(0x5C),+,ACK,,,
1.45516475,I2C,'254',(0xFE),+,ACK,,,
1.45538125,I2C,'225',(0xE1),+,ACK,,,
1.4555975,I2C,'255',(0xFF),+,ACK,,,
1.45581375,I2C,d,(0x64),+,NAK,,,
1.45619225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4564085,I2C,C,(0x43),+,ACK,,,
1.456661,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.4568775,I2C,'255',(0xFF),+,ACK,,,
1.45709375,I2C,b,(0x62),+,ACK,,,
1.45731,I2C,'254',(0xFE),+,ACK,,,
1.45752625,I2C,'205',(0xCD),+,ACK,,,
1.45774275,I2C,'255',(0xFF),+,ACK,,,
1.457959,I2C,e,(0x65),+,NAK,,,
1.4583375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.45855375,I2C,C,(0x43),+,ACK,,,
1.458806,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.45902225,I2C,'255',(0xFF),+,ACK,,,
1.4592385,I2C,N,(0x4E),+,ACK,,,
1.45945475,I2C,'254',(0xFE),+,ACK,,,
1.459671,I2C,'241',(0xF1),+,ACK,,,
1.4598875,I2C,'255',(0xFF),+,ACK,,,
1.46010375,I2C,x,(0x78),+,NAK,,,
1.46048225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4606985,I2C,C,(0x43),+,ACK,,,
1.46095075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.461167,I2C,'255',(0xFF),+,ACK,,,
1.46138325,I2C,'131',(0x83),+,ACK,,,
1.46159975,I2C,'254',(0xFE),+,ACK,,,
1.461816,I2C,'213',(0xD5),+,ACK,,,
1.46203225,I2C,'255',(0xFF),+,ACK,,,
1.4622485,I2C,c,(0x63),+,NAK,,,
1.46262675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.462843,I2C,C,(0x43),+,ACK,,,
1.4630955,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.46331175,I2C,'255',(0xFF),+,ACK,,,
1.46352775,I2C,d,(0x64),+,ACK,,,
1.463744,I2C,'254',(0xFE),+,ACK,,,
1.4639605,I2C,'254',(0xFE),+,ACK,,,
1.46417675,I2C,'255',(0xFF),+,ACK,,,
1.46439275,I2C,u,(0x75),+,NAK,,,
1.46477125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4649875,I2C,C,(0x43),+,ACK,,,
1.46524,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.46545625,I2C,'255',(0xFF),+,ACK,,,
1.46567225,I2C,^,(0x5E),+,ACK,,,
1.4658885,I2C,'254',(0xFE),+,ACK,,,
1.46610475,I2C,'231',(0xE7),+,ACK,,,
1.466321,I2C,'255',(0xFF),+,ACK,,,
1.46653725,I2C,X,(0x58),+,NAK,,,
1.46691575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.467132,I2C,C,(0x43),+,ACK,,,
1.4673845,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.46760075,I2C,'255',(0xFF),+,ACK,,,
1.467817,I2C,p,(0x70),+,ACK,,,
1.468033,I2C,'254',(0xFE),+,ACK,,,
1.4682495,I2C,'232',(0xE8),+,ACK,,,
1.4684655,I2C,'255',(0xFF),+,ACK,,,
1.46868175,I2C,j,(0x6A),+,NAK,,,
1.46906025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.4692765,I2C,C,(0x43),+,ACK,,,
1.469529,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.46974525,I2C,'255',(0xFF),+,ACK,,,
1.4699615,I2C,f,(0x66),+,ACK,,,
1.47017775,I2C,'254',(0xFE),+,ACK,,,
1.470394,I2C,'242',(0xF2),+,ACK,,,
1.4706105,I2C,'255',(0xFF),+,ACK,,,
1.47082675,I2C,'128',(0x80),+,NAK,,,
1.471205,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.47142125,I2C,C,(0x43),+,ACK,,,
1.47167375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.47189,I2C,'255',(0xFF),+,ACK,,,
1.472106,I2C,'131',(0x83),+,ACK,,,
1.47232225,I2C,'254',(0xFE),+,ACK,,,
1.4725385,I2C,'248',(0xF8),+,ACK,,,
1.47275475,I2C,'255',(0xFF),+,ACK,,,
1.472971,I2C,j,(0x6A),+,NAK,,,
1.4733495,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
